"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-01",,,"75","H,,S","86",",,S","65",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-02",,,"78","H,,S","88",",,S","66",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-03",,,"75","H,,S","86",",,S","65",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-04",,,"76","H,,S","86",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-05",,,"75","H,,S","86",",,S","65",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-06",,,"77","H,,S","88",",,S","66",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-07",,,"76","H,,S","89",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-08",,,"78","H,,S","90",",,S","65",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-09",,,"75","H,,S","89",",,S","69",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-10",,,"78","H,,S",,,"68",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-11",,,"78","H,,S","88",",,S","64",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-12",,,"76","H,,S",,,"64",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-13",,,"77","H,,S","89",",,S","64",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-14",,,"76","H,,S",,,"65",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-15",,,"79","H,,S","89",",,S","65",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-16",,,"76","H,,S",,,"67",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-17",,,"75","H,,S","86",",,S","66",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-18",,,"75","H,,S",,,,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-19",,,"75","H,,S",,,,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-20",,,"78","H,,S","88",",,S","64",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-21",,,"79","H,,S","89",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-22","0.00",",,S","77","H,,S",,,"67",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-23","0.00",",,S","78","H,,S","91",",,S","67",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-24",,,"78","H,,S","90",",,S","68",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-25",,,"78","H,,S","87",",,S","65",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-26",,,"78","H,,S","89",",,S","67",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-27",,,"77","H,,S","86",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-28",,,"78","H,,S","89",",,S","72",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-29",,,"76","H,,S","87",",,S","69",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-09-30",,,"80","H,,S","89",",,S","67",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-01",,,"77","H,,S","88",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-02",,,"77","H,,S",,,"68",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-03",,,"77","H,,S","89",",,S","65",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-04",,,"78","H,,S",,,,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-05",,,"79","H,,S",,,"66",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-06",,,"79","H,,S",,,"65",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-07",,,"81","H,,S",,,"67",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-08",,,"84","H,,S","91",",,S","67",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-09",,,"80","H,,S",,,,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-10",,,"80","H,,S","89",",,S","71",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-11",,,"77","H,,S","89",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-12",,,"78","H,,S","89",",,S","68",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-13",,,"76","H,,S",,,"62",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-14",,,"78","H,,S","91",",,S","68",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-15",,,"78","H,,S","92",",,S","65",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-16",,,"78","H,,S",,,"68",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-17",,,"77","H,,S","88",",,S","66",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-18",,,"77","H,,S","89",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-19","0.03",",,S","75","H,,S",,,"70",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-20","1.30",",,S","78","H,,S","87",",,S","69",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-21","0.00",",,S","78","H,,S","87",",,S","69",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-22",,,"77","H,,S","87",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-23",,,"79","H,,S",,,"69",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-24",,,"77","H,,S","87",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-25",,,"78","H,,S","87",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-26",,,"78","H,,S","87",",,S","69",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-27",,,"79","H,,S","90",",,S","68",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-28",,,"80","H,,S","89",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-29","0.00",",,S","80","H,,S","89",",,S","63",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-30",,,"79","H,,S",,,"69",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-10-31",,,"81","H,,S","90",",,S","69",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-01",,,"80","H,,S",,,,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-02",,,"78","H,,S","89",",,S","68",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-03",,,"80","H,,S","89",",,S","69",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-04",,,"76","H,,S","81",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-05",,,"78","H,,S","86",",,S","72",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-06",,,"78","H,,S","88",",,S","69",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-07",,,"80","H,,S","86",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-08","0.16",",,S","80","H,,S","90",",,S","72",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-09","0.00",",,S","79","H,,S","90",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-10","0.00",",,S","75","H,,S",,,"66",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-11",,,"82","H,,S",,,"68",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-12",,,"81","H,,S","89",",,S","70",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-13",,,"82","H,,S",,,"74",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-14",,,"79","H,,S",,,,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-15",,,"81","H,,S",,,,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-16","0.01",",,S","82","H,,S","89",",,S","76",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-17","0.00",",,S","81","H,,S","90",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-18",,,"80","H,,S","90",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-19",,,"81","H,,S","91",",,S","72",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-20","0.08",",,S","80","H,,S",,,"53",",O,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-21","0.02",",,S","79","H,,S","87",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-22","0.31",",,S","80","H,,S",,,"72",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-23","0.00",",,S","81","H,,S","89",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-24","0.00",",,S","81","H,,S","89",",,S","73",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-25",,,"82","H,,S",,,,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-26",,,"81","H,,S",,,"76",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-27",,,"83","H,,S","92",",,S","75",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-28",,,"82","H,,S",,,"70",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-29",,,"81","H,,S","90",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-11-30",,,"80","H,,S","90",",,S","70",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-01",,,"81","H,,S","91",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-02",,,"81","H,,S",,,"69",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-03","0.00",",,S","82","H,,S",,,"73",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-04","0.08",",,S","81","H,,S","89",",,S","74",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-05","0.00",",,S","82","H,,S","90",",,S","74",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-06",,,"82","H,,S","89",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-07","0.00",",,S","82","H,,S","90",",,S","76",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-08","0.00",",,S","82","H,,S","91",",,S","74",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-09",,,"82","H,,S","92",",,S","75",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-10",,,"84","H,,S","92",",,S","78",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-11",,,"84","H,,S","92",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-12",,,"84","H,,S","90",",,S","78",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-13",,,"84","H,,S","92",",,S","79",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-14",,,"84","H,,S","90",",,S","79",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-15",,,"84","H,,S",,,"74",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-16",,,"83","H,,S","92",",,S","71",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-17",,,"83","H,,S",,,"71",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-18",,,"85","H,,S","92",",,S","76",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-19",,,"84","H,,S",,,"78",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-20","0.00",",,S","83","H,,S","90",",,S","62",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-21","0.39",",,S","83","H,,S","90",",,S","79",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-22","0.00",",,S","83","H,,S",,,,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-23","0.08",",,S","83","H,,S",,,"77",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-24","0.00",",,S","83","H,,S","90",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-25",,,"83","H,,S",,,"76",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-26",,,"82","H,,S","92",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-27",,,"84","H,,S","91",",,S","76",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-28",,,"83","H,,S","90",",,S","79",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-29",,,"84","H,,S","92",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-30",,,"85","H,,S",,,,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2005-12-31",,,"87","H,,S",,,,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-01","0.00",",,S","84","H,,S",,,"78",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-02",,,"84","H,,S",,,,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-03",,,"84","H,,S","90",",,S","78",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-04",,,"83","H,,S","91",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-05",,,"83","H,,S","90",",,S","80",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-06",,,"83","H,,S",,,,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-07",,,"83","H,,S",,,"78",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-08",,,"83","H,,S","92",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-09",,,"85","H,,S","92",",,S","76",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-10",,,"82","H,,S",,,"75",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-11","0.00",",,S","83","H,,S","92",",,S","75",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-12",,,"82","H,,S","93",",,S","75",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-13",,,"85","H,,S","94",",,S","75",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-14",,,"84","H,,S","94",",,S","78",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-15",,,"85","H,,S","94",",,S","73",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-16","0.12",",,S","80","H,,S",,,"73",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-17","0.00",",,S","83","H,,S","90",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-18",,,"83","H,,S","94",",,S","75",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-19",,,"83","H,,S","92",",,S","74",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-20",,,"84","H,,S",,,"73",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-21",,,"82","H,,S",,,,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-22",,,"84","H,,S",,,,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-23",,,"85","H,,S",,,"78",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-24",,,"84","H,,S","92",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-25","0.00",",,S","84","H,,S","91",",,S","80",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-26",,,"84","H,,S","92",",,S","79",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-27",,,"85","H,,S","92",",,S","79",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-28",,,"84","H,,S","92",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-29",,,"85","H,,S",,,"75",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-30",,,"84","H,,S","93",",,S","78",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-01-31",,,"83","H,,S","90",",,S","78",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-01","0.00",",,S","83","H,,S","92",",,S","76",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-02","0.00",",,S","84","H,,S","91",",,S","80",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-03","0.00",",,S","84","H,,S","90",",,S","80",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-04",,,"84","H,,S",,,,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-05",,,"84","H,,S","90",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-06",,,"84","H,,S","93",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-07","0.00",",,S","84","H,,S","93",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-08",,,"85","H,,S",,,"75",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-09",,,"85","H,,S",,,"76",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-10",,,"83","H,,S",,,,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-11",,,"85","H,,S",,,"73",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-12",,,"84","H,,S","94",",,S","77",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-13","1.14",",,S","83","H,,S","92",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-14","0.12",",,S","83","H,,S","92",",,S","76",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-15","0.00",",,S","84","H,,S",,,"80",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-16",,,"84","H,,S",,,,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-17","0.12",",,S","84","H,,S","91",",,S","77",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-18","0.00",",,S","85","H,,S","94",",,S","77",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-19","0.00",",,S","84","H,,S","94",",,S","78",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-20",,,"84","H,,S",,,,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-21",,,"85","H,,S","92",",,S","79",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-22",,,"84","H,,S",,,"72",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-23",,,"83","H,,S",,,,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-24",,,"85","H,,S","94",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-25",,,"88","H,,S","98",",,S","76",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-26",,,"82","H,,S",,,"77",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-27","0.00",",,S","85","H,,S","94",",,S","76",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-02-28",,,"85","H,,S",,,"76",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-03-01","0.35",",,S","76","H,,S","82",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-03-02","1.02",",,S","84","H,,S","91",",,S","75",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-03-03","0.00",",,S","84","H,,S","91",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-03-04","1.14",",,S","80","H,,S","84",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-03-05","0.51",",,S","80","H,,S",,,"72",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-03-06","1.26",",,S","78","H,,S","85",",,S","72",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-03-07","0.00",",,S","81","H,,S","90",",,S","75",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-03-08",,,"83","H,,S",,,"76",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-03-09",,,"81","H,,S","90",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-03-10",,,"82","H,,S","89",",,S",,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-03-11",,,"83","H,,S",,,"74",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-03-12","0.00",",,S","84","H,,S",,,,
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-03-13","0.08",",,S","80","H,,S",,,"76",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-03-14","0.43",",,S","79","H,,S",,,"74",",,S"
"TZ000063894","DAR ES SALAAM AIRPORT, TZ","-6.867","39.2","53.0","2006-03-15","0.35",",,S","77","H,,S","84",",,S",,
